grower_id,location,gender,loan_amount,hectarage,yields,merchant_contractor,side_marketer_effect,yield_per_ha,loan_per_ha,grade_normally_produced,mass_usually_produced_kg,default_level,default_prob
G04332,Mashonaland Central,M,4820.92,2.83,1719.3,Universal Leaf / ZLT,0.2,607.1,1702.4,X3,1700.9,1,0.656748
G04333,Manicaland,F,814.84,1.47,816.97,Aqua Tobacco (Pvt) Ltd,0.2,554.5,553.0,L4,884.9,0,0.194648
G04334,Matabeleland South,F,699.19,1.44,1394.79,Mashonaland Tobacco Company (MTC),1.0,969.7,486.1,L2,1279.5,1,0.480882
G04335,Mashonaland Central,M,762.0,7.07,10647.02,Intercontinental Leaf Tobacco,0.1,1505.0,107.7,L5,11610.7,0,0.010719
G04336,Mashonaland West,F,2454.49,6.54,5285.23,Intercontinental Leaf Tobacco,0.1,808.1,375.3,A2,5679.6,0,0.02115
G04337,Mashonaland Central,F,710.09,1.46,1781.24,Tobacco Sales Company (TSC),0.7,1221.3,486.9,X1,1693.3,0,0.453334
G04338,Matabeleland South,F,6827.51,10.7,19560.15,Shasha Tobacco (Pvt) Ltd,0.3,1828.2,638.1,T1,19932.5,0,0.342472
G04339,Mashonaland West,M,462.39,0.56,616.44,Curverid Tobacco (Pvt) Ltd,1.0,1104.5,828.5,A1,525.6,1,0.587337
G04340,Manicaland,F,1761.86,4.43,3380.5,Mashonaland Tobacco Company (MTC),0.0,762.3,397.3,L5,3810.3,0,0.342061
G04341,Mashonaland West,M,3333.62,11.55,5530.03,Onhardt Tobacco (Pvt) Ltd,0.2,478.6,288.5,B1,5814.3,0,0.53506
G04342,Mashonaland Central,F,431.46,7.82,6986.37,Premium Leaf International,0.7,894.0,55.2,T2,8068.8,0,0.700545
G04343,Matabeleland South,M,1006.76,1.25,995.56,Universal Leaf / ZLT,0.7,796.2,805.1,A2,1019.9,1,0.693114
G04344,Manicaland,F,1222.76,4.32,5361.88,Onhardt Tobacco (Pvt) Ltd,1.0,1241.0,283.0,X2,5123.4,0,0.361813
G04345,Mashonaland West,F,574.56,1.12,890.15,Shasha Tobacco (Pvt) Ltd,0.1,797.9,515.0,C1,767.7,1,0.463735
G04346,Mashonaland West,M,26754.26,7.72,6075.87,Shasha Tobacco (Pvt) Ltd,0.7,787.2,3466.5,X5,6924.9,1,0.99
G04347,Manicaland,F,1737.72,3.96,2406.2,Tian Ze Tobacco,0.0,607.8,439.0,T1,1977.1,0,0.059909
G04348,Masvingo,F,3434.22,5.04,3416.41,Tian Ze Tobacco,0.5,677.6,681.1,T3,4095.8,1,0.568819
G04349,Masvingo,F,951.23,1.73,2789.16,Northern Tobacco (Pvt) Ltd,1.0,1613.4,550.2,L1,2443.8,0,0.609342
G04350,Mashonaland West,M,1992.84,7.6,2673.31,Curverid Tobacco (Pvt) Ltd,0.7,352.0,262.4,A1,2494.6,0,0.645243
G04351,Manicaland,F,14014.5,5.56,4250.49,Curverid Tobacco (Pvt) Ltd,0.3,764.7,2521.3,H1,3507.5,0,0.66705
G04352,Manicaland,M,8324.44,4.28,3116.44,Aqua Tobacco (Pvt) Ltd,0.7,727.5,1943.2,C2,2671.5,1,0.80869
G04353,Manicaland,F,15250.89,4.37,3275.1,Cut Rag Processors,0.7,750.1,3492.7,H1,3006.6,1,0.99
G04354,Manicaland,F,1014.65,1.74,837.02,Northern Tobacco (Pvt) Ltd,0.5,481.5,583.6,L4,906.9,1,0.792265
G04355,Mashonaland Central,M,2186.75,6.09,8941.34,Onhardt Tobacco (Pvt) Ltd,0.1,1467.7,358.9,T1,10657.3,0,0.018821
G04356,Mashonaland Central,F,125.0,2.43,2987.42,Tobacco Sales Company (TSC),0.3,1227.4,51.4,T1,2423.9,0,0.269831
G04357,Mashonaland West,M,590.08,2.15,3278.88,Shasha Tobacco (Pvt) Ltd,0.5,1526.1,274.6,L3,3513.8,1,0.209601
G04358,Matabeleland South,F,100.0,1.68,2057.91,Shasha Tobacco (Pvt) Ltd,0.2,1225.0,59.5,H3,2092.1,0,0.205867
G04359,Matabeleland South,F,1304.63,4.77,5451.44,Premium Leaf Zimbabwe,0.1,1142.3,273.4,X3,4944.3,0,0.146969
G04360,Mashonaland Central,F,2476.82,2.39,2877.36,Intercontinental Leaf Tobacco,0.0,1205.0,1037.2,B2,3416.0,1,0.255538
G04361,Matabeleland South,M,4074.82,7.6,10337.63,Zimbabwe Leaf Tobacco (ZLT),0.5,1360.8,536.4,H1,11728.7,0,0.413252
G04362,Masvingo,M,1017.22,2.33,2919.94,Curverid Tobacco (Pvt) Ltd,0.5,1254.9,437.2,A1,3167.2,0,0.255364
G04363,Mashonaland West,M,972.78,17.86,16459.93,Northern Tobacco (Pvt) Ltd,0.0,921.5,54.5,X5,16621.0,0,0.166284
G04364,Matabeleland South,F,511.3,1.17,1015.79,Zimbabwe Leaf Tobacco (ZLT),0.1,868.6,437.2,T2,1166.7,1,0.243617
G04365,Masvingo,M,6728.19,2.58,2225.77,Premium Leaf International,0.1,863.4,2609.9,C1,2127.1,1,0.590101
G04366,Matabeleland South,M,16334.0,2.35,1961.96,Onhardt Tobacco (Pvt) Ltd,0.3,834.0,6943.6,H1,1955.6,0,0.76801
G04367,Mashonaland Central,M,5177.4,2.85,2619.71,Shasha Tobacco (Pvt) Ltd,0.5,919.4,1817.1,B1,2132.2,1,0.518038
G04368,Matabeleland South,F,631.43,3.76,3326.49,Premium Leaf Zimbabwe,0.3,885.6,168.1,B2,3210.9,1,0.210317
G04369,Manicaland,F,29162.66,3.46,5869.08,Universal Leaf / ZLT,0.5,1696.3,8428.4,L5,4918.6,1,0.52575
G04370,Manicaland,M,2824.69,3.65,1979.82,Aqua Tobacco (Pvt) Ltd,0.3,543.2,774.9,L3,1810.3,0,0.440631
G04371,Mashonaland Central,M,3096.71,7.28,4774.23,Universal Leaf / ZLT,0.2,655.8,425.4,A3,4125.7,0,0.386188
G04372,Mashonaland West,M,141.23,3.95,3541.17,Premium Leaf Zimbabwe,0.1,896.1,35.7,A1,3863.6,0,0.1725
G04373,Mashonaland West,F,2293.77,2.47,1544.71,Mashonaland Tobacco Company (MTC),0.1,626.6,930.4,C1,1709.7,0,0.410385
G04374,Masvingo,F,9289.18,2.06,2049.46,Premium Leaf Zimbabwe,1.0,994.5,4507.6,T3,2338.0,0,0.634001
G04375,Mashonaland Central,F,1058.98,3.84,5311.7,Universal Leaf / ZLT,0.5,1382.0,275.5,L5,6052.1,1,0.278028
G04376,Mashonaland Central,M,2742.64,3.33,3268.83,Curverid Tobacco (Pvt) Ltd,0.7,981.6,823.6,X5,2869.6,0,0.437274
G04377,Matabeleland South,F,895.76,2.93,4401.95,Curverid Tobacco (Pvt) Ltd,0.3,1504.9,306.2,T2,4378.4,0,0.276264
G04378,Mashonaland Central,M,100.0,3.26,2454.52,Shasha Tobacco (Pvt) Ltd,0.1,752.1,30.6,A2,2320.6,0,0.118178
G04379,Manicaland,F,5494.99,4.58,5102.18,Premium Leaf International,0.2,1113.5,1199.2,B1,4550.2,0,0.438979
G04380,Manicaland,F,7105.1,2.35,1626.9,Tian Ze Tobacco,0.5,692.9,3026.3,H3,1498.8,0,0.757089
G04381,Manicaland,M,629.47,4.29,6892.35,Tobacco Sales Company (TSC),1.0,1607.3,146.8,X4,6706.7,0,0.532119
G04382,Mashonaland West,M,1548.12,0.86,1299.74,Northern Tobacco (Pvt) Ltd,0.1,1520.0,1810.5,L5,1204.9,0,0.539813
G04383,Mashonaland West,M,3831.21,11.98,8669.94,Onhardt Tobacco (Pvt) Ltd,0.1,723.6,319.7,X2,7851.8,0,0.291358
G04384,Masvingo,F,251.75,9.64,5852.71,Universal Leaf / ZLT,0.7,606.8,26.1,A1,6324.9,1,0.980399
G04385,Mashonaland West,F,3837.28,2.86,1061.36,Tian Ze Tobacco,0.7,371.7,1344.0,X5,938.5,1,0.99
G04386,Mashonaland West,M,2232.32,3.19,2946.12,Cut Rag Processors,0.7,923.2,699.5,L2,3231.1,0,0.363238
G04387,Mashonaland West,M,2260.31,9.43,14614.43,Premium Leaf International,0.0,1550.3,239.8,H1,14638.0,0,0.234382
G04388,Mashonaland West,F,4769.52,4.0,4086.68,Tian Ze Tobacco,0.2,1022.2,1193.0,T1,4262.6,0,0.387424
G04389,Mashonaland Central,F,479.52,4.0,1268.76,Aqua Tobacco (Pvt) Ltd,0.7,317.1,119.9,L1,1419.6,1,0.879198
G04390,Mashonaland Central,M,1370.45,1.04,461.43,Tian Ze Tobacco,0.3,442.7,1314.8,X4,468.6,0,0.898793
G04391,Mashonaland Central,M,521.67,0.99,842.42,Shasha Tobacco (Pvt) Ltd,0.5,854.0,528.8,T2,933.2,1,0.554435
G04392,Mashonaland West,F,1423.52,7.3,9407.34,Tobacco Sales Company (TSC),0.0,1288.5,195.0,L4,8468.8,0,0.01
G04393,Mashonaland Central,F,1238.52,6.88,5081.21,Tobacco Sales Company (TSC),0.0,738.5,180.0,H2,4308.0,0,0.479896
G04394,Matabeleland South,M,1883.41,1.15,647.52,Onhardt Tobacco (Pvt) Ltd,0.1,562.9,1637.2,A1,560.6,1,0.576977
G04395,Mashonaland West,F,9658.46,0.47,374.2,Cut Rag Processors,0.0,798.0,20597.6,H3,339.6,1,0.426283
G04396,Mashonaland Central,M,2920.08,4.96,5455.68,Onhardt Tobacco (Pvt) Ltd,0.5,1099.1,588.3,A2,5459.7,0,0.341912
G04397,Matabeleland South,F,2989.17,5.75,4404.49,Premium Leaf Zimbabwe,0.7,765.6,519.6,A2,5044.8,1,0.838746
G04398,Matabeleland South,M,30576.67,7.35,11946.39,Aqua Tobacco (Pvt) Ltd,0.5,1624.3,4157.4,H1,11035.5,1,0.788611
G04399,Matabeleland South,F,4137.91,7.42,12957.36,Intercontinental Leaf Tobacco,0.0,1747.2,558.0,H2,14456.3,0,0.361269
G04400,Matabeleland South,F,322.89,2.08,1447.41,Shasha Tobacco (Pvt) Ltd,0.0,697.2,155.5,L3,1373.9,0,0.302901
G04401,Manicaland,F,565.8,5.8,1327.09,Mashonaland Tobacco Company (MTC),0.7,228.7,97.5,B1,1231.9,1,0.708084
G04402,Mashonaland Central,F,8193.39,4.86,3389.83,Northern Tobacco (Pvt) Ltd,1.0,698.1,1687.3,T2,3783.9,1,0.776495
G04403,Mashonaland West,F,342.31,10.92,18190.52,Aqua Tobacco (Pvt) Ltd,0.3,1666.0,31.4,T1,14715.0,0,0.234144
G04404,Mashonaland West,M,20626.49,1.83,1837.16,Aqua Tobacco (Pvt) Ltd,0.1,1005.4,11288.3,T2,1709.4,1,0.639267
G04405,Masvingo,F,260.49,3.74,3304.61,Shasha Tobacco (Pvt) Ltd,0.5,884.2,69.7,X5,3560.2,0,0.256547
G04406,Matabeleland South,M,7767.82,3.61,2832.48,Tian Ze Tobacco,0.1,784.1,2150.3,X2,3393.7,0,0.637692
G04407,Masvingo,M,2839.74,3.91,2237.53,Universal Leaf / ZLT,0.5,572.9,727.0,X5,1804.5,0,0.591282
G04408,Mashonaland Central,F,100.0,3.4,3531.11,Tian Ze Tobacco,0.2,1037.9,29.4,L3,3161.4,0,0.01
G04409,Manicaland,M,437.8,5.59,5294.7,Premium Leaf Zimbabwe,0.5,946.4,78.3,X4,4558.0,0,0.075604
G04410,Matabeleland South,F,615.5,1.45,1307.22,Aqua Tobacco (Pvt) Ltd,0.2,903.2,425.3,A1,1388.7,0,0.350804
G04411,Manicaland,M,1458.49,3.67,5003.59,Aqua Tobacco (Pvt) Ltd,0.2,1364.8,397.8,X1,5723.8,0,0.01
G04412,Masvingo,F,25126.82,1.15,664.02,Onhardt Tobacco (Pvt) Ltd,0.3,577.0,21834.4,L1,616.7,0,0.487333
G04413,Masvingo,M,776.79,0.92,383.49,Intercontinental Leaf Tobacco,0.5,416.8,844.3,H3,392.6,1,0.853572
G04414,Manicaland,F,1693.93,5.37,4184.05,Northern Tobacco (Pvt) Ltd,0.7,779.1,315.4,C2,3637.1,0,0.537629
G04415,Mashonaland West,M,2410.12,4.96,5719.3,Curverid Tobacco (Pvt) Ltd,0.1,1152.6,485.7,A1,4972.7,0,0.195974
G04416,Mashonaland Central,M,5558.12,2.77,1720.02,Premium Leaf Zimbabwe,0.3,620.0,2003.4,T2,2042.6,0,0.613484
G04417,Manicaland,F,700.09,4.86,3509.71,Tian Ze Tobacco,0.2,721.5,143.9,X1,3458.8,0,0.178052
G04418,Matabeleland South,M,2192.12,1.36,1112.02,Tobacco Sales Company (TSC),0.3,815.0,1606.7,H1,998.9,1,0.63184
G04419,Mashonaland West,F,550.99,4.29,7153.11,Aqua Tobacco (Pvt) Ltd,0.7,1667.5,128.4,X5,5824.4,0,0.409629
G04420,Matabeleland South,M,1627.55,2.11,1522.52,Premium Leaf Zimbabwe,0.3,721.4,771.1,X4,1341.0,1,0.457087
G04421,Manicaland,F,3383.64,5.09,3848.23,Shasha Tobacco (Pvt) Ltd,0.7,756.4,665.1,X5,3440.6,0,0.663478
G04422,Manicaland,M,6674.19,8.24,1647.49,Intercontinental Leaf Tobacco,0.0,200.0,810.2,T2,1844.9,0,0.540924
G04423,Mashonaland Central,F,7486.65,6.73,4874.06,Tian Ze Tobacco,0.5,724.2,1112.4,T3,5743.0,0,0.682524
G04424,Masvingo,F,16037.2,4.79,4222.83,Universal Leaf / ZLT,1.0,882.5,3351.5,C1,4615.2,1,0.761337
G04425,Mashonaland West,F,150.76,4.11,420.86,Aqua Tobacco (Pvt) Ltd,0.3,102.5,36.7,T2,340.2,1,0.514084
G04426,Masvingo,M,622.01,1.4,623.01,Mashonaland Tobacco Company (MTC),0.5,446.1,445.4,T2,502.0,0,0.632542
G04427,Matabeleland South,M,776.57,5.37,4735.91,Universal Leaf / ZLT,0.3,882.7,144.7,H1,5264.4,0,0.363796
G04428,Masvingo,F,1921.63,4.64,2191.6,Zimbabwe Leaf Tobacco (ZLT),0.0,471.9,413.8,H3,1951.8,1,0.572046
G04429,Manicaland,F,1529.29,2.48,879.27,Zimbabwe Leaf Tobacco (ZLT),0.7,355.1,617.6,L5,913.1,1,0.837951
G04430,Mashonaland Central,M,1500.39,1.61,1263.71,Aqua Tobacco (Pvt) Ltd,0.0,783.3,930.0,T3,1427.1,0,0.307255
G04431,Mashonaland Central,F,881.93,2.36,201.13,Aqua Tobacco (Pvt) Ltd,0.3,85.3,374.1,L5,212.4,0,0.62083
G04432,Mashonaland West,M,260.87,3.59,325.49,Northern Tobacco (Pvt) Ltd,0.3,90.7,72.7,T1,279.7,0,0.367834
G04433,Mashonaland West,M,7334.71,2.73,3164.24,Universal Leaf / ZLT,0.5,1157.4,2682.8,X3,3716.0,1,0.487787
G04434,Masvingo,F,2662.22,2.35,298.69,Onhardt Tobacco (Pvt) Ltd,0.7,127.2,1133.9,X2,344.0,1,0.99
G04435,Mashonaland Central,F,895.86,2.35,2385.76,Zimbabwe Leaf Tobacco (ZLT),0.7,1015.9,381.5,L2,2035.0,0,0.417145
G04436,Manicaland,F,754.86,10.92,5537.12,Zimbabwe Leaf Tobacco (ZLT),1.0,507.3,69.2,L5,5829.4,0,0.591506
G04437,Matabeleland South,M,28996.93,7.64,6852.13,Northern Tobacco (Pvt) Ltd,1.0,896.4,3793.2,L3,7059.9,1,0.761915
G04438,Mashonaland Central,M,6852.14,4.43,4540.2,Premium Leaf Zimbabwe,0.0,1024.7,1546.6,X1,4843.4,0,0.284139
G04439,Manicaland,M,433.71,8.14,2611.36,Shasha Tobacco (Pvt) Ltd,0.7,320.9,53.3,C1,2386.0,1,0.863932
G04440,Mashonaland Central,M,13920.33,1.79,1090.08,Mashonaland Tobacco Company (MTC),1.0,608.6,7771.3,L1,928.4,1,0.832523
G04441,Mashonaland West,F,571.36,6.76,5382.13,Shasha Tobacco (Pvt) Ltd,0.2,796.4,84.5,H2,5272.9,0,0.341574
G04442,Manicaland,M,7456.76,5.12,4575.98,Onhardt Tobacco (Pvt) Ltd,0.1,892.9,1455.0,X4,5187.1,0,0.458279
G04443,Mashonaland Central,M,6705.65,4.75,3328.5,Universal Leaf / ZLT,0.5,700.4,1411.0,H1,2974.6,1,0.686408
G04444,Mashonaland Central,M,2765.6,2.53,1079.12,Tobacco Sales Company (TSC),0.5,426.3,1092.6,L5,1184.5,1,0.874566
G04445,Mashonaland West,M,223.34,5.46,9324.62,Cut Rag Processors,0.0,1709.1,40.9,H2,8931.8,0,0.163369
G04446,Manicaland,M,124.87,5.21,4004.07,Mashonaland Tobacco Company (MTC),0.7,768.4,24.0,X5,4506.0,0,0.621414
G04447,Matabeleland South,M,2069.84,4.67,2961.11,Onhardt Tobacco (Pvt) Ltd,0.3,634.5,443.5,X4,2961.6,0,0.439126
G04448,Mashonaland Central,F,38677.21,8.14,8327.58,Shasha Tobacco (Pvt) Ltd,0.7,1022.9,4750.7,B2,8895.5,1,0.78539
G04449,Mashonaland West,F,1570.4,4.46,2268.31,Tobacco Sales Company (TSC),0.5,509.0,352.4,B1,2206.6,1,0.344033
G04450,Matabeleland South,M,5756.22,1.16,461.96,Tian Ze Tobacco,0.3,396.6,4942.4,X5,380.2,1,0.99
G04451,Mashonaland Central,M,3069.65,0.87,393.78,Zimbabwe Leaf Tobacco (ZLT),0.1,454.8,3545.2,L3,374.1,1,0.828136
G04452,Masvingo,F,2193.95,0.31,466.67,Curverid Tobacco (Pvt) Ltd,0.3,1490.7,7008.3,T3,541.7,0,0.296599
G04453,Mashonaland West,F,1085.48,2.69,2102.4,Intercontinental Leaf Tobacco,0.1,780.9,403.2,C2,1749.5,0,0.378222
G04454,Manicaland,M,445.21,1.31,2017.07,Universal Leaf / ZLT,0.0,1538.0,339.5,L2,1908.6,0,0.136092
G04455,Masvingo,M,1226.37,5.62,3255.14,Tobacco Sales Company (TSC),1.0,578.9,218.1,X2,2922.7,1,0.672226
G04456,Mashonaland West,M,3913.71,1.54,2685.81,Premium Leaf Zimbabwe,0.0,1742.5,2539.1,C1,2150.4,0,0.299386
G04457,Matabeleland South,F,698.64,3.26,1012.84,Mashonaland Tobacco Company (MTC),0.2,311.1,214.6,X3,976.0,1,0.677949
G04458,Mashonaland West,M,1054.87,6.58,8563.51,Aqua Tobacco (Pvt) Ltd,0.0,1300.8,160.2,L4,8784.7,0,0.240345
G04459,Matabeleland South,M,1399.93,3.84,6218.7,Premium Leaf International,0.1,1621.5,365.0,X5,6161.3,0,0.278806
G04460,Mashonaland West,M,1886.55,7.32,6951.45,Mashonaland Tobacco Company (MTC),0.7,949.9,257.8,L3,5946.2,1,0.314165
G04461,Masvingo,F,100.87,13.17,13638.34,Tian Ze Tobacco,0.3,1035.3,7.7,B1,13836.3,0,0.210247
G04462,Matabeleland South,F,1387.01,3.61,3648.99,Zimbabwe Leaf Tobacco (ZLT),0.1,1011.2,384.4,L3,4134.6,0,0.14058
G04463,Mashonaland West,M,2374.76,1.88,1344.12,Premium Leaf Zimbabwe,1.0,713.5,1260.5,H2,1466.1,1,0.782373
G04464,Masvingo,M,501.81,2.74,6639.91,Curverid Tobacco (Pvt) Ltd,0.2,2427.5,183.5,X3,6086.3,0,0.257658
G04465,Manicaland,M,5812.77,6.57,6281.5,Zimbabwe Leaf Tobacco (ZLT),1.0,956.5,885.1,A2,5273.2,1,0.365865
G04466,Masvingo,M,3849.47,0.48,298.43,Aqua Tobacco (Pvt) Ltd,0.1,618.3,7975.1,B2,249.2,1,0.703984
G04467,Manicaland,M,304.16,6.86,7331.67,Aqua Tobacco (Pvt) Ltd,0.7,1068.8,44.3,T3,8486.2,1,0.430991
G04468,Mashonaland Central,F,4276.87,4.75,4241.12,Aqua Tobacco (Pvt) Ltd,0.7,893.3,900.8,H1,3424.9,1,0.513609
G04469,Matabeleland South,F,7180.21,0.58,249.13,Curverid Tobacco (Pvt) Ltd,0.2,429.8,12388.6,B2,254.7,1,0.99
G04470,Masvingo,M,349.45,6.57,3809.39,Tian Ze Tobacco,0.3,579.6,53.2,A1,3700.7,1,0.410386
G04471,Masvingo,F,1695.41,5.99,5961.91,Curverid Tobacco (Pvt) Ltd,0.0,994.8,282.9,X3,7145.6,0,0.082768
G04472,Masvingo,F,1037.97,16.89,6083.12,Shasha Tobacco (Pvt) Ltd,1.0,360.1,61.4,X3,7205.8,1,0.785438
G04473,Manicaland,F,1261.37,1.89,2828.11,Curverid Tobacco (Pvt) Ltd,0.1,1495.9,667.2,A2,2328.2,0,0.220532
G04474,Masvingo,M,8483.31,1.6,1142.1,Mashonaland Tobacco Company (MTC),0.1,713.1,5296.4,T2,1311.5,0,0.588105
G04475,Mashonaland West,M,1072.02,1.3,905.01,Aqua Tobacco (Pvt) Ltd,0.7,694.1,822.2,X1,837.7,1,0.64407
G04476,Masvingo,F,2090.08,4.37,455.43,Premium Leaf International,0.2,104.2,478.3,A1,455.1,1,0.530364
G04477,Mashonaland West,M,232.35,2.73,2374.7,Premium Leaf Zimbabwe,0.2,869.2,85.0,X3,2109.9,0,0.162296
G04478,Manicaland,M,6425.58,6.44,4051.05,Northern Tobacco (Pvt) Ltd,0.5,628.8,997.3,L5,4493.0,0,0.487827
G04479,Manicaland,F,8792.2,8.27,8165.26,Onhardt Tobacco (Pvt) Ltd,0.1,987.1,1062.9,T1,7913.0,1,0.449548
G04480,Mashonaland West,M,254.27,7.0,6034.0,Cut Rag Processors,0.7,862.2,36.3,B2,4845.2,1,0.514852
G04481,Manicaland,M,1678.14,1.21,1451.87,Cut Rag Processors,0.7,1204.4,1392.1,X4,1537.7,1,0.614903
G04482,Mashonaland West,F,5440.28,3.06,2930.77,Onhardt Tobacco (Pvt) Ltd,0.2,959.3,1780.7,A2,3119.6,1,0.473202
G04483,Mashonaland West,M,1084.53,1.31,1306.53,Cut Rag Processors,0.0,995.9,826.7,T2,1390.3,0,0.312551
G04484,Mashonaland West,M,232.86,5.64,2801.64,Premium Leaf Zimbabwe,1.0,497.1,41.3,H2,2900.8,1,0.748172
G04485,Matabeleland South,M,823.12,1.13,1102.96,Tobacco Sales Company (TSC),0.5,973.7,726.7,T1,1287.6,0,0.48802
G04486,Mashonaland West,F,902.9,5.59,5316.36,Shasha Tobacco (Pvt) Ltd,0.5,951.1,161.5,H2,6297.4,0,0.161138
G04487,Masvingo,F,646.32,4.75,6689.17,Mashonaland Tobacco Company (MTC),0.2,1409.7,136.2,X3,5569.9,0,0.096284
G04488,Masvingo,F,11013.54,4.62,7755.02,Mashonaland Tobacco Company (MTC),0.2,1679.0,2384.4,X3,8624.1,0,0.436352
G04489,Masvingo,M,61122.2,2.03,2024.87,Aqua Tobacco (Pvt) Ltd,0.3,998.4,30136.3,L2,2059.8,0,0.426935
G04490,Mashonaland West,F,10309.12,4.17,3853.37,Curverid Tobacco (Pvt) Ltd,0.0,924.6,2473.7,X2,4263.1,0,0.375164
G04491,Mashonaland Central,M,1705.92,2.01,2306.53,Premium Leaf International,0.7,1146.8,848.2,C1,1923.8,1,0.498679
G04492,Mashonaland West,M,1542.64,2.26,1101.8,Cut Rag Processors,0.5,488.5,683.9,L4,1148.7,1,0.908421
G04493,Mashonaland West,F,4111.06,1.87,1735.13,Premium Leaf International,0.7,927.2,2196.8,T2,2063.5,1,0.581076
G04494,Manicaland,F,1226.8,7.05,3232.61,Universal Leaf / ZLT,1.0,458.2,173.9,H3,3340.6,1,0.967366
G04495,Matabeleland South,M,9137.06,3.66,6011.36,Cut Rag Processors,0.2,1641.4,2494.9,X3,5841.8,0,0.567823
G04496,Matabeleland South,F,2892.92,0.5,750.1,Premium Leaf International,0.1,1497.6,5776.0,L3,782.8,1,0.730874
G04497,Manicaland,M,260.01,3.27,1455.09,Onhardt Tobacco (Pvt) Ltd,0.7,444.5,79.4,C1,1725.1,0,0.700023
G04498,Manicaland,F,165.04,0.49,550.44,Universal Leaf / ZLT,0.5,1130.8,339.0,B1,614.6,0,0.235268
G04499,Manicaland,M,1167.51,5.16,4182.26,Curverid Tobacco (Pvt) Ltd,1.0,811.0,226.4,L4,4833.0,0,0.439558
G04500,Manicaland,M,1094.83,1.43,506.77,Northern Tobacco (Pvt) Ltd,0.0,354.0,764.7,X4,484.6,1,0.458116
G04501,Matabeleland South,F,961.36,0.97,1403.5,Aqua Tobacco (Pvt) Ltd,0.3,1446.9,991.1,C1,1284.4,0,0.361476
G04502,Masvingo,M,1950.68,0.74,461.75,Curverid Tobacco (Pvt) Ltd,0.3,623.5,2633.9,L2,499.2,0,0.762095
G04503,Mashonaland West,M,283.2,1.54,854.93,Cut Rag Processors,0.0,555.2,183.9,L4,1016.0,0,0.22324
G04504,Mashonaland Central,F,907.18,3.42,2064.52,Premium Leaf International,1.0,604.2,265.5,L4,2133.3,1,0.454496
G04505,Mashonaland Central,F,3014.15,3.82,2408.92,Intercontinental Leaf Tobacco,0.0,630.7,789.1,T3,2878.3,1,0.354534
G04506,Mashonaland Central,F,2808.44,4.58,5620.81,Zimbabwe Leaf Tobacco (ZLT),0.7,1226.7,612.9,T3,5216.7,0,0.491
G04507,Mashonaland West,F,5192.78,3.32,5221.69,Aqua Tobacco (Pvt) Ltd,1.0,1574.6,1565.9,A3,5098.7,1,0.538248
G04508,Manicaland,F,1547.24,0.36,284.02,Universal Leaf / ZLT,0.5,785.4,4278.4,X1,263.0,1,0.598434
G04509,Masvingo,M,5132.68,0.96,672.96,Zimbabwe Leaf Tobacco (ZLT),1.0,698.9,5330.5,H2,615.0,1,0.894676
G04510,Mashonaland Central,M,809.26,3.17,4312.58,Zimbabwe Leaf Tobacco (ZLT),0.7,1358.6,254.9,X3,3680.9,1,0.432899
G04511,Matabeleland South,M,15342.11,6.97,4630.49,Premium Leaf Zimbabwe,0.2,664.0,2200.0,B1,3798.2,0,0.795729
G04512,Manicaland,M,5058.82,3.25,5782.66,Premium Leaf Zimbabwe,0.2,1776.8,1554.3,L4,5220.5,0,0.334747
G04513,Mashonaland Central,M,2102.62,1.06,308.51,Premium Leaf International,1.0,290.2,1977.9,A1,357.7,1,0.99
G04514,Mashonaland Central,M,7495.35,2.3,2163.05,Mashonaland Tobacco Company (MTC),0.3,941.0,3260.6,H3,2499.7,0,0.410958
G04515,Mashonaland Central,F,5606.78,0.86,1054.55,Premium Leaf Zimbabwe,0.1,1224.4,6509.7,T3,884.7,1,0.292484
G04516,Mashonaland West,F,185.94,0.91,706.68,Zimbabwe Leaf Tobacco (ZLT),0.0,773.9,203.6,L2,713.2,0,0.317329
G04517,Matabeleland South,M,4111.51,0.63,563.2,Curverid Tobacco (Pvt) Ltd,0.2,896.4,6544.0,L5,497.5,0,0.407328
G04518,Matabeleland South,M,2655.06,3.97,1520.73,Curverid Tobacco (Pvt) Ltd,0.7,382.6,668.0,X3,1717.5,0,0.825897
G04519,Mashonaland West,M,4923.65,5.38,3576.57,Premium Leaf Zimbabwe,0.1,664.3,914.5,X5,4088.3,1,0.350147
G04520,Matabeleland South,M,10035.1,6.9,9492.22,Curverid Tobacco (Pvt) Ltd,0.5,1375.6,1454.3,H1,9912.9,1,0.672722
G04521,Matabeleland South,F,2301.95,6.05,2413.9,Shasha Tobacco (Pvt) Ltd,0.7,399.2,380.7,C1,2156.8,0,0.836898
G04522,Manicaland,F,526.12,5.47,5634.85,Aqua Tobacco (Pvt) Ltd,0.7,1031.1,96.3,L5,5404.6,1,0.397989
G04523,Masvingo,M,710.35,1.31,1102.99,Cut Rag Processors,0.2,839.7,540.8,X4,1070.6,0,0.190808
G04524,Mashonaland Central,M,9642.97,2.27,1631.65,Tian Ze Tobacco,0.1,719.0,4249.5,X4,1862.1,0,0.682369
G04525,Matabeleland South,F,3111.26,3.67,1364.99,Shasha Tobacco (Pvt) Ltd,0.7,371.5,846.8,H2,1446.3,1,0.99
G04526,Matabeleland South,M,432.52,0.93,290.09,Curverid Tobacco (Pvt) Ltd,0.1,311.0,463.7,X1,305.8,0,0.659176
